Número provisional DEA;Tipo de establecimiento;Titularidad del local;Uso del local;Titularidad;Propuesta de denominación;Tipo de vía;Nombre de la vía;Número de la vía;Complemento de dirección;Código postal;Distrito;Coordenadas-Latitud (norte);Coordenadas-Longitud (oeste, por lo tanto, negativa)
3784;Centro de trabajo (no administración pública);Privada;Público;Oficina ;HAVAS HALL;Calle;Eloy Gonzalo ;10;;28010;7. Chamberí;40,43370213;-3,703038406
7837;Transportes-Renfe;Pública;Público;Adif AV;Planta baja;Estación Renfe;Estación ;Planta baja;Planta baja ;28012;1. Centro;40,406167;-3,690508
2064;Otro establecimiento administración pública;Pública;Público;Delegación del Gobierno ;Delegación del Gobierno;Calle;Miguel Ángel ;25;;28010;7. Chamberí;40,4366934;-3,6910478
3965;Centro comercial;Pública;Público;El corte ingles;Entrada de hipercor;Calle;Margarita de Parma ;1;Entrada al hipercor;28050;16. Hortaleza;40,4982466;-3,6613082
608;Otro establecimiento administración pública;Pública;Público;Aula Salud Publica ;Salud Publica;Calle;San Martín de Porres;6;;28035;9. Moncloa;40,46800287;-3,727223698
5622;Viviendas;Privada;Privado;Comunidad propietarios ;DEA Viriato residencial ;Calle;Viriato ;2;;28010;7. Chamberí;40,43590432;-3,703863084
7837;Transportes-Renfe;Pública;Público;Renfe;Renfe vestibulo;Vestibulo;Vestibulo;Baja;Vestibulo acceso metro;28012;1. Centro;40,406716;-3,6889077
2062;Otro establecimiento administración pública;Pública;Público;Ministerio de Política Territorial y Memoria Democratica;Ministerio de Política Territorial y Memoria Democrática ;Calle;Miguel Ángel ;21;1 planta;28010;7. Chamberí;40,4360435;-3,6913784
7838;Transportes-Renfe;Pública;Público;Renfe;Vestibulo acceso via 7- 8 cercanias;Acceso cercanías;Acceso Vias;7- 8 cercanias;Acceso vias 7-8 cercanías ;28012;1. Centro;40,406357;-3,689217
609;Viviendas;Privada;Privado;Comunidad San Martín de Porres 14;Viviendas;Calle;San Martín de Porres ;14;;28035;9. Moncloa;40,47050743;-3,728642684
546;Centro de trabajo (no administración pública);Privada;Privado;Telefonica ;DEA TELEFONICA;Calle;Jordán ;11;;28010;7. Chamberí;40,43298189;-3,702960166
7541;Centro educativo;Pública;Privado;Escuela infantil;Hall de entrada;Calle;Ana de Austria ;32;;28050;16. Hortaleza;40,4955634;-3,6557382
379;Hotel, hostal, alojamiento;Privada;Público;Hotel NH;Hotel NH;Calle;Zurbano;79;;28010;7. Chamberí;40,4386655;-3,6928945
7542;Viviendas;Privada;Privado;Comunidad de propietarios ;Garita del conserje en la entrada ;Calle;Ana de Austria ;34;;28050;16. Hortaleza;40,496416;-3,6546667
290;Transportes-Metro;Privada;Privado;Metro Madrid ;DEA OFICINAS METRO QUEVEDO ;Calle;Gonzalo de Córdoba ;12;;28010;7. Chamberí;40,43234422;-3,702635204
9010;Centro educativo;Pública;Público;Colegio Amadeo Vives;Colegio Amadeo Vives ;Calle;de los Yebenes ;6;;28047;10. Latina;40,39718973;-3,755684371
381;Viviendas;Privada;Privado;Comunidad de propietarios ;comunidad de propietarios ;Calle;Zurbano ;84;;28010;7. Chamberí;40,4376317;-3,6928654
7411;Viviendas;Privada;Público;Ballesol Olavide;DEA BALLESOL ;Calle;Juan de Austria ;9;;28010;7. Chamberí;40,43249851;-3,699477168
7976;Otro;Pública;Público;Renfe Adif;Fundación Ferrocarriles;Calle;Santa isabel ;44;;28012;1. Centro;40,409972;-3,697103
5926;Centro educativo;Privada;Público;COLEGIO NUESTRA SEÑORA DE LAS ESCUELAS PÍAS ;COLEGIO NUESTRA SEÑORA DE LAS ESCUELAS PÍAS ;Calle;Ocaña ;191;;28047;10. Latina;40,389244;-3,75366
2067;Centro deportivo;Privada;Público;Real Club Puerta Hierro;Real Club;Avenida;Miraflores;S/N;;28035;9. Moncloa;40,45892563;-3,73516953
1753;Otro establecimiento administración pública;Pública;Público;CENTRO DE MAYORES ALUCHE;CENTRO DE MAYORES ALUCHE;Calle;Camarena ;181;;28047;10. Latina;40,388376;-3,754672
7977;Otro;Privada;Privado;Filmoteca española ;Cine Dore;Calle;S;Santa Isabel 3;Entrada;28012;1. Centro;40,409972;-3,697103
2069;Centro deportivo;Privada;Público;Real Club Puerta Hierro;Real Club;Avenida;Miraflores;S/N;;28035;9. Moncloa;40,45892563;-3,73516953
7871;Centro de trabajo (no administración pública);Privada;Público;MUTUA MADRID ;DEA MUTUA MADRID PLANTA BAJA ;Calle;Trafalgar ;11;Bajo;28010;7. Chamberí;40,43151817;-3,700693122
8932;Centro educativo;Pública;Público;CEPA ALUCHE ;CEPA ALUCHE;Calle;Ocaña ;35 BIS;;28047;10. Latina;40,384706;-3,755246
3949;Centro residencial de uso público;Pública;Privado;Residencia y centro de día ;Hall principal junto a recepcion;Calle;Padres dominicos;2;;28050;16. Hortaleza;40,502082;-3,6563159
3950;Centro de trabajo (no administración pública);Privada;Privado;Lescer;Hall principal;Calle;Padres dominicos ;5;;28050;16. Hortaleza;40,5044429;-3,6569094
2068;Centro deportivo;Privada;Público;Real Club Puerta Hierro;Tienda RC;Avenida;Miraflores;S/N;;28035;9. Moncloa;40,45892563;-3,73516953
7870;Otro establecimiento administración pública;Pública;Público;Estado?;DEA PODER JUDICIAL ;Calle;Trafalgar;27;28010;28010;7. Chamberí;40,43359383;-3,70158712
7975;Centro educativo;Privada;Privado;Colegio ;Colegio Santa Isabel;Calle;Santa isabel ;46;;28012;1. Centro;40,409706;-3,696673
2066;Centro deportivo;Privada;Público;Real Club  Puerta Hierro;Tenis RC;Avenida;Miraflores;S/N;;28035;9. Moncloa;40,45892563;-3,73516953
9833;Centro educativo;Pública;Público;COLEGIO COSTA RICA;COLEGIO COSTA RICA ;Calle;Camarena ;247;;28047;10. Latina;40,38548534;-3,755930554
4413;Centro educativo;Privada;Privado;Centro educativo Asuncion cuestablanca;Sala de profesores;Calle;Asuncion cuestablanca ;11;;28050;16. Hortaleza;40,5062391;-3,6544005
902;Transportes-Metro;Pública;Público;METRO DE MADRID;METRO DE MADRID;Avenida;De los poblados ;0;;28047;10. Latina;40,385843;-3,761316
4412;Centro educativo;Privada;Privado;Centro educativo Asunción Cuesta Blanca;Polideportivo;Calle;Asunción Cuestablanca;11;Edificio eso y bachillerato;28050;16. Hortaleza;40,5062544;-3,6543817
3242;Centro de trabajo (no administración pública);Privada;Privado;GMP;DEA GMP;Calle;Luchana ;23;;28010;7. Chamberí;40,43115425;-3,699793345
902;Transportes-Renfe;Pública;Público;RENFE DE MADRID ;RENFE DE MADRID;Avenida;de los poblados ;0;;28047;10. Latina;40,385643;-3,761193
808;Centro educativo;Privada;Público;Colegio Santa Maria del Camino;Santa Maria del Camino;Calle;Peguerinos;13;;28035;9. Moncloa;40,4686288;-3,735086594
7973;Otro;Pública;Público;Ministerio de cultura ;Museo Reina Sofía ;Calle;Santa Isabel;52;Botiquin. ;28012;1. Centro;40,408855;-3,694309
5925;Transportes-Metro;Pública;Público;METRO EUGENIA DE MONTIJO;METRO EUGENIA DE MONTIJO;Calle;Ocaña ;70;;28047;10. Latina;40,384732;-3,750529
6763;Centro de trabajo (no administración pública);Privada;Privado;Empresa de trabajo ;Insudpharma cuarta planta;Calle;Manuel Pombo Angulo ;28;;28050;16. Hortaleza;40,5072277;-3,6539207
9067;Centro educativo;Pública;Público;ÍES ITURRALDE;ÍES ITURRALDE;Calle;Nuestra señora de la luz ;53;;28047;10. Latina;40,38624;-3,751381
4784;Centro educativo;Privada;Público;ESCP Busimess School;ESCP;Calle;Arroyofresno;1;;28035;9. Moncloa;40,47112139;-3,749564416
399;Otro establecimiento administración pública;Pública;Público;CENTRO DE DÍA MUNICIPAL LA MAGDALENA;CENTRO DE DÍA MUNICIPAL LA MAGDALENA;Calle;Monseñor Óscar Romero;75;;28047;10. Latina;40,382393;-3,749575
;Centro educativo;Pública;Privado;Centro educativo el valle;Hall recepcion;Calle;Ana de Austria ;60;;28050;16. Hortaleza;40,5005508;-3,6538614
6237;Centro educativo;Privada;Privado;DUKE UNIVERSITY;DEA DUKE;Calle;Fuencarral ;123;1planta;28010;7. Chamberí;40,43063754;-3,703289435
7537;Centro educativo;Privada;Privado;Colegio El Valle;Polideportivo colegio el Valle;Calle;Vicente Blasco ibañez;S/N;;28050;16. Hortaleza;40,5018043;-3,6521028
6240;Centro de trabajo (no administración pública);Privada;Privado;Jiménez Vázquez abogados ;DEA oficina abogados ;Calle;Fuencarral ;132;3b;28010;7. Chamberí;40,43101747;-3,703034025
7538;Viviendas;Privada;Privado;Comunidad de propietarios;Gimnasio;Calle;Ana de Austria ;44;;28050;16. Hortaleza;40,4982468;-3,6531975
6180;Centro deportivo;Privada;Público;VIVAGYM;VIVAGYM;Avenida;De Nuestra Señora de Fátima ;34;;28047;10. Latina;40,383796;-3,747168
517;Transportes-Metro;Pública;Público;METRO DE MADRID;METRO CARABANCHEL;Glorieta;Del Ejército ;0;;28047;10. Latina;40,38787245;-3,744870475
9983;Centro educativo;Pública;Público;COLEGIO HAITÍ ;COLEGIO HAITÍ ;Calle;Guabairo ;22;;28047;10. Latina;40,38606746;-3,746759207
;Centro de trabajo (no administración pública);Privada;Público;Roca Madrid Galery;Roca Madrid Galery;Calle;José Abascal;57;;28010;7. Chamberí;40,4383039;-3,6929874
6179;Centro deportivo;Pública;Público;Ayuntamiento de Madrid;Centro Deportivo Ágora Pepu Hernández;Avenida;Niza;8;Local 10;28022;20. San Blas;40,4276095;-3,6063366
1671;Centro educativo;Privada;Público;Colegio San Vicente;Colegio San Vicente;Calle;Butrón;33;;28022;20. San Blas;40,4270025;-3,6071259
26;Centro comercial;Privada;Público;Corte ingles;Corte inglés deportes planta baja;Edificio;Preciados ;1;;28013;1. Centro;40,41731622;-3,704270473
9432;Centro educativo;Privada;Privado;Colegio ;Dea colegio Emilia pardo bazan;Calle;Ventorrillo ;14;;28005;2. Arganzuela;40,4069576;-3,705463
9392;Centro educativo;Pública;Público;Comunidad de Madrid;IES Las Musas - Pabellón 3;Calle;Carlos II;S/N;;28022;20. San Blas;40,4280456;-3,60783
9516;Centro educativo;Pública;Público;Colegio;Colegio santa maria;Calle;Casino;7;;28005;2. Arganzuela;40,4062185;-3,7067019
9393;Centro educativo;Pública;Público;Comunidad de Madrid ;IES Las Musas - Pabellón 1;Calle;Carlos II;S/N;;28022;20. San Blas;40,4280456;-3,60783
27;Centro comercial;Privada;Público;Corte inglés ;Corte inglés preciados ;Calle;Preciados ;3;;28013;1. Centro;40,41780522;-3,705336415
254;Centro deportivo;Privada;Público;Vivafit;Gimnasio Vivafit Madrid Rio;Calle;Mármol ;5;;28005;2. Arganzuela;40,40533538;-3,721454
8981;Centro educativo;Pública;Público;Comunidad de Madrid ;Colegio Mariano José de Larra;Calle;Longares;11;;28022;20. San Blas;40,4307856;-3,6090581
409;Hotel, hostal, alojamiento;Privada;Público;B&B;Hostal calle preciados ;Calle;Preciados ;10-dic;;28013;1. Centro;40,41758958;-3,709922814
5618;Hotel, hostal, alojamiento;Privada;Público;NH ;NH Rivera del Manzanares;Paseo;de la Virgen del Puerto ;57;;28005;2. Arganzuela;40,406393;-3,721614
9792;Centro educativo;Privada;Privado;Colegio ;C.p marqués de marcenado;Calle;Linneo;31;;28005;2. Arganzuela;40,4102782;-3,7204549
9767;Centro educativo;Pública;Público;CEIP Fontarron;Colegio Fontarron;Calle;Arroyo Fontarron;24;;28030;14. Moratalaz;40,395121;-3,633499
3204;Otro;Privada;Público;Iberdrola;Iberdrola edificio Teide;Calle;De los chulapos;S/n;;28005;2. Arganzuela;40,407354;-3,720385
999;Hotel, hostal, alojamiento;Privada;Público;Hotel Europa;Hotel Europa;Calle;Carmen;4;;28014;1. Centro;40,41749247;-3,703435428
9831;Centro educativo;Pública;Público;Colegio;Colegio tomas breton;Calle;Alejandro dumas;4;;28005;2. Arganzuela;40,4011881;-3,7163025
9971;Centro educativo;Pública;Público;Comunidad de Madrid;CEIP Alberto Alcocer;Avenida;Canillejas a Vicálvaro;56;;28022;20. San Blas;40,432704;-3,6120015
2054;Centro de trabajo (no administración pública);Privada;Público;Internacional Developement Resources As Service;BNP PARIBAS;Paseo;De los Melancólicos ;14;;28005;2. Arganzuela;40,406795;-3,720679
9842;Centro educativo;Pública;Público;Colegio;Instituto gran capitan ;Paseo;De los melancólicos ;51;;28005;2. Arganzuela;40,4035452;-3,7202635
;Centro deportivo;Pública;Público;Ayuntamiento de Madrid ;Piscina de verano Moratalaz ;Calle;Encomienda de Palacios ;s/n;;28030;14. Moratalaz;40,396362;-3,632804
8174;Otro establecimiento administración pública;Privada;Público;Ministerio de Transportes, movilidad y agenda urbana;Cedex Centro de Estudios hidrográficos ;Paseo;De la Virgen del Puerto ;3;;28005;2. Arganzuela;40,41258;-3,722343
3926;Transportes-Renfe;Pública;Público;Estación Renfe en sol;Renfe estación de sol ;Puerta sol;Puerta del sol;0;Dentro de la estación ;28013;1. Centro;40,4168743;-3,702993
3178;Centro deportivo;Privada;Privado;Gimnasio ;Gimnasio nine fitness ;Paseo;De las acacias ;3;;28005;2. Arganzuela;40,4046392;-3,7037062
7846;Centro educativo;Privada;Público;Colegio Juan de Valdés;Colegio Juan de Valdés;Avenida;Canillejas a Vicálvaro;135;;28022;20. San Blas;40,4263308;-3,6102956
2054;Centro educativo;Privada;Público;Google ;Google for Startups;Calle;Moreno Nieto;1;;28005;2. Arganzuela;40,412022;-3,718402
2075;Centro educativo;Privada;Público;Colegio San José ;Colegio San José Franciscanas;Calle;Moreno Nieto ;1;;28005;2. Arganzuela;40,412027;-3,718423
3928;Centro comercial;Privada;Público;Apple;Apple puerta sol;Puerta;Sol;1;;28013;1. Centro;40,4169003;-3,7021676
9056;Centro educativo;Pública;Público;Comunidad de Madrid;CEIP El Sol - Edificio docente;Avenida;Canillejas a Vicálvaro;82;;28022;20. San Blas;40,4239845;-3,6116471
3929;Centro comercial;Privada;Público;Apple;Apple puerta sol;Puerta;Sol;1;;28013;1. Centro;40,4169965;-3,7022042
9150;Centro educativo;Pública;Público;Comunidad de Madrid;CEIP El Sol - Edificio residencial;Avenida;Canillejas a Vicálvaro;82;;28022;20. San Blas;40,4239845;-3,6116471
3800;Transportes-Metro;Pública;Público;Metro;Metro;Glorieta;Embajadores ;2;;28005;2. Arganzuela;40,4045917;-3,7023547
;Centro deportivo;Pública;Público;Ayuntamiento de Madrid ;Pabellón Polideportivo Moratalaz;Calle;valdebernardo;2;vestuario femenino ;28030;14. Moratalaz;40,398815;-3,63256
391;Centro educativo;Privada;Privado;Comunidad Propietarios ;Residencial Parque Imperial;Calle;Jemenuño ;2;;28005;2. Arganzuela;40,408409;-3,718426
9082;Centro educativo;Pública;Público;Comunidad de Madrid;IES Alfredo Kraus;Calle;Fráncfort;2;;28022;20. San Blas;40,4237287;-3,6068955
3930;Transportes-Metro;Pública;Público;Metro;Metro-sol;Puerta;Sol. ;7;Planta -1;28013;1. Centro;40,4164374;-3,70032677
3809;Viviendas;Privada;Privado;Privada comunidad de vecinos;Calle Ercilla 48;Calle;Ercilla;48;;28005;2. Arganzuela;40,4006499;-3,7011417
4629;Centro comercial;Privada;Público;LaFuente;LaFuente Distrubuidor;Ronda;De Segovia ;26;;28005;2. Arganzuela;40,408178;-3,715933
3927;Transportes-Metro;Pública;Público;Metro;Metro-sol;Puerta;Puerta;7;;28013;1. Centro;40,4176246;-3,7043883
7884;Centro deportivo;Pública;Público;Ayuntamiento de Madrid ;Campo de fútbol Moratalaz ;Calle;Valdebernardo ;2;Específico campo futbol ;28030;14. Moratalaz;40,398926;-3,632547
5745;Centro deportivo;Pública;Público;Ayuntamiento ;CDM Marqués de Samaranch;Paseo;Imperial;20;;28005;2. Arganzuela;40,407563;-3,717324
398;Centro residencial de uso público;Pública;Público;Comunidad de Madrid;Residencia y Centro de Día Bouco Madrid San Blas;Calle;Zurich;16;;28022;20. San Blas;40,4227665;-3,6039488
3810;Transportes-Metro;Pública;Público;Metro;Metro acacias ;Paseo;Esperanza ;0;;28005;2. Arganzuela;40,4037433;-3,7063827
9771;Centro educativo;Pública;Público;Comunidad de Madrid ;Escuela Oficial de Idiomas;Calle;Valdebernardo ;3;;28030;14. Moratalaz;40,398591;-3,633036
;Centro deportivo;Pública;Público;Ayuntamiento ;CDM ;Paseo;Imperial;22;Edificio CDM puerta trasera;28005;2. Arganzuela;40,406879;-3,717041
3811;Transportes-Metro;Pública;Público;Metro;Metro pasillo acacias - embajada ;Paseo;De la esperanza ;0;;28005;2. Arganzuela;40,4037433;-3,7063827
8979;Centro educativo;Pública;Público;Comunidad de Madrid;CEIP Julián Marias;Calle;Budapest;11;;28022;20. San Blas;40,4270393;-3,6026315
9772;Centro educativo;Pública;Público;Comunidad de Madrid;Escuela Oficial de Idiomas ;Calle;Valdebernardo ;3;;28030;14. Moratalaz;40,398558;-3,63308
5744;Centro residencial de uso público;Privada;Público;Centro Sociosanitario Los Nogales;Residencial Los Nogales;Paseo;Imperial;26;;28005;2. Arganzuela;40,405424;-3,716636
4633;Otro establecimiento administración pública;Pública;Público;Madrid Destino;Madrid Destino;Calle;Señores de Luzon;10;;28013;1. Centro;40,4168744;-3,70352085
4703;Otro establecimiento administración pública;Pública;Público;Centro de dia;Residencia y centro de día para mayores peñuelas;Calle;De arganda;9;;28005;2. Arganzuela;40,4010758;-3,7064927
;Centro educativo;Pública;Público;Comunidad de Madrid ;IES Felipe II;Calle;Valdebernardo ;1;;28030;14. Moratalaz;40,397471;-3,633857
31;Centro educativo;Privada;Público;Universidad Europea;Policlínica Universidad Europea;Plaza;De Francisco Morano ;s/n;;28005;2. Arganzuela;40,404551;-3,715551
6177;Centro educativo;Privada;Público;Colegio Las Rosas;Colegio Las Rosas;Calle;Suecia ;67;;28022;20. San Blas;40,4318381;-3,6057777
6663;Otro establecimiento administración pública;Pública;Público;Ayuntamiento Madrid;Oficinas Centrales Agencia Empleo ;Paseo;De los Pontones;10;;28005;2. Arganzuela;40,405146;-3,715771
5010;Otro establecimiento administración pública;Pública;Público;Grupos políticos oposición ayuntamiento ;Oposición ayuntamiento Madrid ;Calle;Mayor;71;;28013;1. Centro;40,4153019;-3,711777
4696;Transportes-Metro;Pública;Público;Metro De Madrid;Estación Estadio Metropolitano;Avenida;Arcentales;0;;28022;20. San Blas;40,4337965;-3,6011402
;Otro establecimiento administración pública;Pública;Público;Ayuntamiento de Madrid ;Centro Sociocultural Moratalaz ;Calle;Fuentecarrantona;10;;28030;14. Moratalaz;40,39958;-3,636869
5230;Transportes-Metro;Pública;Público;Metro de Madrid;Entrada Metro Pavones;Calle;Hacienda de Pavones ;215;;28030;14. Moratalaz;40,400808;-3,635611
1954;Hotel, hostal, alojamiento;Privada;Público;Hotel Puerta Toledo;Hotel Puerta de Toledo;Glorieta;De la puerta de Toledo ;4;;28005;2. Arganzuela;40,406334;-3,71227
4627;Otro establecimiento administración pública;Pública;Público;Consejeria Sanidad;Centro de Especialidades Pontones;Ronda;Segovia;52;;28005;2. Arganzuela;40,406813;-3,712687
8154;Centro deportivo;Pública;Público;CENTRO DEPORTIVO MUNICIPAL ENTREVIAS;Centro deportivo municipal Entrevias;Ronda;Sur;4;;28053;13. Puente de Vallecas;40,378005;-3,673531
1473;Otro establecimiento administración pública;Pública;Público;Ministerio de Agricultura, pesca y alimentación ;Subsecretaria de agricultura;Calle;Gran Vía de San Francisco;4;;28005;2. Arganzuela;40,407789;-3,712188
;Otro establecimiento administración pública;Pública;Público;Oficinas ;Oficinas ministerio transición ecológica ;Calle;Peñuelas ;10;;28005;2. Arganzuela;40,4036397;-3,7043251
8151;Centro educativo;Pública;Público;Comunidad de Madrid;14-30 Espacio Joven;Ronda;Sur;143;;28053;13. Puente de Vallecas;40,377378;-3,672339
